
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2017-06-20;--;--;--;--;--;--;--;--;--;--;--;--;0.83;62.90;12.61;70.06;24.91;76.57;37.55;82.95;50.37;89.94;63.17;99.29;75.40;117.96;82.35;186.56;73.93;245.64;61.56;262.15;48.74;271.02;35.94;277.88;23.33;284.24;11.08;290.80;-0.61;298.08;--;--;--;--;--;--;
2017-06-21;--;--;--;--;--;--;--;--;--;--;--;--;0.79;62.87;12.57;70.03;24.87;76.54;37.51;82.92;50.32;89.91;63.12;99.24;75.36;117.84;82.35;186.19;73.98;245.55;61.60;262.12;48.79;271.00;35.98;277.86;23.38;284.21;11.13;290.78;-0.57;298.05;--;--;--;--;--;--;
2017-06-22;--;--;--;--;--;--;--;--;--;--;--;--;0.75;62.85;12.52;70.01;24.82;76.52;37.46;82.90;50.27;89.89;63.08;99.21;75.31;117.75;82.35;185.81;74.02;245.44;61.65;262.07;48.83;270.96;36.03;277.82;23.42;284.19;11.17;290.75;-0.54;298.02;--;--;--;--;--;--;
2017-06-23;--;--;--;--;--;--;--;--;--;--;--;--;0.70;62.83;12.47;70.00;24.77;76.51;37.41;82.89;50.22;89.88;63.03;99.19;75.26;117.68;82.35;185.44;74.05;245.30;61.69;262.00;48.87;270.92;36.07;277.79;23.46;284.15;11.20;290.71;-0.50;297.98;--;--;--;--;--;--;
2017-06-24;--;--;--;--;--;--;--;--;--;--;--;--;0.65;62.81;12.42;69.99;24.72;76.51;37.36;82.89;50.17;89.87;62.97;99.19;75.21;117.63;82.33;185.06;74.08;245.15;61.73;261.92;48.91;270.86;36.11;277.74;23.50;284.11;11.24;290.67;-0.47;297.93;--;--;--;--;--;--;
2017-06-25;--;--;--;--;--;--;--;--;--;--;--;--;0.59;62.81;12.37;69.99;24.67;76.51;37.30;82.89;50.12;89.88;62.92;99.20;75.16;117.60;82.31;184.68;74.11;244.97;61.76;261.83;48.95;270.80;36.14;277.69;23.53;284.06;11.27;290.62;-0.45;297.88;--;--;--;--;--;--;
2017-06-26;--;--;--;--;--;--;--;--;--;--;--;--;0.54;62.80;12.31;69.99;24.61;76.52;37.25;82.91;50.06;89.90;62.86;99.22;75.10;117.60;82.28;184.30;74.13;244.78;61.79;261.73;48.98;270.72;36.17;277.63;23.56;284.00;11.29;290.56;-0.43;297.83;--;--;--;--;--;--;
2017-06-27;--;--;--;--;--;--;--;--;--;--;--;--;0.48;62.81;12.25;70.00;24.55;76.53;37.19;82.93;50.00;89.93;62.80;99.26;75.04;117.62;82.24;183.92;74.15;244.56;61.82;261.61;49.01;270.64;36.20;277.56;23.58;283.94;11.31;290.50;-0.41;297.77;--;--;--;--;--;--;
2017-06-28;--;--;--;--;--;--;--;--;--;--;--;--;0.41;62.82;12.19;70.02;24.49;76.56;37.13;82.96;49.94;89.97;62.74;99.31;74.97;117.67;82.20;183.56;74.17;244.32;61.85;261.48;49.04;270.55;36.23;277.48;23.61;283.87;11.33;290.44;-0.40;297.70;--;--;--;--;--;--;
2017-06-29;--;--;--;--;--;--;--;--;--;--;--;--;0.34;62.83;12.12;70.04;24.42;76.59;37.06;83.00;49.88;90.02;62.68;99.37;74.91;117.73;82.15;183.19;74.18;244.07;61.87;261.34;49.06;270.44;36.25;277.40;23.62;283.79;11.34;290.37;-0.40;297.63;--;--;--;--;--;--;
2017-06-30;--;--;--;--;--;--;--;--;--;--;--;--;0.27;62.86;12.05;70.07;24.36;76.62;37.00;83.04;49.82;90.08;62.61;99.45;74.83;117.82;82.09;182.84;74.18;243.79;61.89;261.18;49.08;270.33;36.27;277.30;23.64;283.71;11.35;290.29;-0.39;297.55;--;--;--;--;--;--;
2017-07-01;--;--;--;--;--;--;--;--;--;--;--;--;0.20;62.89;11.98;70.11;24.29;76.67;36.93;83.10;49.75;90.15;62.54;99.55;74.76;117.94;82.03;182.50;74.18;243.50;61.90;261.02;49.10;270.21;36.28;277.21;23.65;283.62;11.36;290.21;-0.39;297.47;--;--;--;--;--;--;
2017-07-02;--;--;--;--;--;--;--;--;--;--;--;--;0.12;62.92;11.91;70.15;24.22;76.72;36.86;83.16;49.68;90.23;62.48;99.65;74.68;118.07;81.96;182.17;74.18;243.18;61.91;260.84;49.11;270.08;36.30;277.10;23.66;283.53;11.36;290.12;-0.40;297.38;--;--;--;--;--;--;
2017-07-03;--;--;--;--;--;--;--;--;--;--;--;--;0.05;62.96;11.83;70.20;24.15;76.78;36.79;83.23;49.61;90.32;62.41;99.77;74.60;118.22;81.88;181.84;74.17;242.85;61.92;260.64;49.12;269.94;36.30;276.99;23.66;283.43;11.36;290.02;-0.41;297.29;--;--;--;--;--;--;
2017-07-04;--;--;--;--;--;--;--;--;--;--;--;--;-0.04;63.01;11.76;70.25;24.07;76.84;36.72;83.31;49.54;90.42;62.33;99.91;74.52;118.40;81.79;181.54;74.15;242.50;61.92;260.44;49.13;269.80;36.31;276.87;23.66;283.32;11.35;289.92;-0.43;297.19;--;--;--;--;--;--;
2017-07-05;--;--;--;--;--;--;--;--;--;--;--;--;-0.12;63.06;11.68;70.31;24.00;76.91;36.65;83.40;49.47;90.53;62.26;100.06;74.43;118.60;81.70;181.24;74.13;242.14;61.92;260.22;49.13;269.64;36.31;276.74;23.66;283.21;11.34;289.82;-0.45;297.09;--;--;--;--;--;--;
2017-07-06;--;--;--;--;--;--;--;--;--;--;--;--;-0.21;63.12;11.60;70.38;23.92;76.99;36.58;83.49;49.40;90.65;62.18;100.22;74.34;118.82;81.60;180.96;74.11;241.76;61.92;259.99;49.13;269.48;36.30;276.60;23.65;283.09;11.32;289.71;-0.47;296.99;--;--;--;--;--;--;
2017-07-07;--;--;--;--;--;--;--;--;--;--;--;--;-0.30;63.19;11.51;70.46;23.84;77.08;36.50;83.59;49.33;90.78;62.11;100.39;74.25;119.05;81.50;180.70;74.08;241.36;61.91;259.75;49.12;269.30;36.30;276.46;23.64;282.97;11.30;289.60;-0.51;296.88;--;--;--;--;--;--;
2017-07-08;--;--;--;--;--;--;--;--;--;--;--;--;-0.39;63.26;11.43;70.54;23.76;77.17;36.42;83.70;49.25;90.92;62.03;100.58;74.16;119.31;81.38;180.45;74.04;240.95;61.90;259.50;49.11;269.12;36.29;276.32;23.62;282.84;11.28;289.48;-0.54;296.76;--;--;--;--;--;--;
2017-07-09;--;--;--;--;--;--;--;--;--;--;--;--;-0.49;63.33;11.34;70.63;23.68;77.27;36.35;83.82;49.17;91.06;61.95;100.78;74.06;119.59;81.26;180.22;74.00;240.52;61.88;259.24;49.10;268.93;36.27;276.16;23.60;282.71;11.25;289.35;-0.58;296.64;--;--;--;--;--;--;
2017-07-10;--;--;--;--;--;--;--;--;--;--;--;--;-0.58;63.42;11.25;70.72;23.60;77.38;36.27;83.95;49.10;91.22;61.86;100.99;73.96;119.88;81.14;180.00;73.95;240.09;61.85;258.97;49.08;268.73;36.25;276.00;23.57;282.57;11.22;289.22;-0.63;296.52;--;--;--;--;--;--;
2017-07-11;--;--;--;--;--;--;--;--;--;--;--;--;-0.68;63.51;11.16;70.82;23.51;77.50;36.19;84.08;49.02;91.39;61.78;101.22;73.85;120.20;81.01;179.80;73.89;239.64;61.83;258.68;49.06;268.53;36.23;275.83;23.54;282.42;11.18;289.09;-0.67;296.39;--;--;--;--;--;--;
2017-07-12;--;--;--;--;--;--;--;--;--;--;--;--;-0.78;63.61;11.06;70.93;23.43;77.62;36.11;84.23;48.94;91.57;61.69;101.45;73.74;120.53;80.87;179.62;73.83;239.18;61.79;258.39;49.03;268.31;36.20;275.66;23.51;282.27;11.14;288.95;-0.73;296.26;--;--;--;--;--;--;
2017-07-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.97;71.04;23.34;77.74;36.02;84.37;48.85;91.75;61.61;101.70;73.63;120.87;80.72;179.45;73.77;238.70;61.76;258.09;49.00;268.09;36.17;275.48;23.47;282.11;11.09;288.80;-0.79;296.12;--;--;--;--;--;--;
2017-07-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.87;71.16;23.25;77.88;35.94;84.53;48.77;91.95;61.52;101.97;73.52;121.24;80.57;179.30;73.69;238.22;61.71;257.78;48.97;267.86;36.13;275.30;23.43;281.95;11.04;288.66;--;--;--;--;--;--;--;--;
2017-07-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.78;71.29;23.16;78.02;35.86;84.70;48.69;92.15;61.43;102.24;73.41;121.62;80.41;179.17;73.61;237.73;61.67;257.46;48.93;267.63;36.09;275.11;23.38;281.78;10.98;288.50;--;--;--;--;--;--;--;--;
2017-07-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.68;71.42;23.07;78.17;35.77;84.87;48.60;92.36;61.34;102.52;73.29;122.02;80.25;179.05;73.53;237.24;61.61;257.13;48.88;267.39;36.04;274.91;23.33;281.61;10.92;288.35;--;--;--;--;--;--;--;--;
2017-07-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.58;71.56;22.98;78.32;35.68;85.05;48.52;92.58;61.25;102.82;73.17;122.43;80.08;178.95;73.44;236.73;61.56;256.79;48.83;267.14;35.99;274.71;23.27;281.44;10.85;288.19;--;--;--;--;--;--;--;--;
2017-07-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.48;71.70;22.89;78.48;35.60;85.24;48.43;92.81;61.15;103.13;73.04;122.85;79.91;178.86;73.34;236.22;61.49;256.44;48.78;266.88;35.94;274.50;23.21;281.26;10.78;288.02;--;--;--;--;--;--;--;--;
2017-07-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.37;71.85;22.79;78.65;35.51;85.43;48.35;93.05;61.06;103.45;72.91;123.29;79.72;178.79;73.23;235.71;61.43;256.09;48.72;266.62;35.88;274.29;23.15;281.07;10.70;287.85;--;--;--;--;--;--;--;--;
2017-07-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.27;72.01;22.70;78.82;35.42;85.63;48.26;93.30;60.96;103.77;72.78;123.74;79.54;178.74;73.12;235.19;61.35;255.73;48.66;266.35;35.81;274.07;23.08;280.88;10.62;287.68;--;--;--;--;--;--;--;--;
2017-07-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.17;72.17;22.60;79.00;35.33;85.84;48.17;93.56;60.86;104.11;72.65;124.21;79.34;178.70;73.00;234.67;61.27;255.36;48.59;266.08;35.74;273.84;23.00;280.69;10.54;287.50;--;--;--;--;--;--;--;--;
2017-07-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.06;72.34;22.51;79.19;35.24;86.05;48.08;93.82;60.76;104.46;72.51;124.69;79.15;178.67;72.87;234.15;61.19;254.99;48.52;265.80;35.67;273.62;22.92;280.49;10.45;287.32;--;--;--;--;--;--;--;--;
2017-07-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.95;72.52;22.41;79.38;35.15;86.28;47.99;94.09;60.66;104.82;72.37;125.18;78.94;178.65;72.74;233.62;61.10;254.61;48.44;265.51;35.59;273.38;22.84;280.28;10.35;287.13;--;--;--;--;--;--;--;--;
2017-07-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.85;72.70;22.31;79.58;35.06;86.51;47.90;94.37;60.55;105.19;72.23;125.68;78.73;178.65;72.60;233.09;61.00;254.22;48.35;265.22;35.51;273.15;22.75;280.08;10.25;286.94;--;--;--;--;--;--;--;--;
2017-07-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.74;72.89;22.22;79.79;34.97;86.74;47.80;94.66;60.45;105.57;72.08;126.19;78.52;178.66;72.45;232.57;60.90;253.83;48.26;264.93;35.42;272.90;22.65;279.87;10.15;286.75;--;--;--;--;--;--;--;--;
2017-07-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.63;73.08;22.12;80.00;34.87;86.98;47.71;94.96;60.34;105.96;71.93;126.71;78.30;178.68;72.30;232.05;60.79;253.44;48.17;264.63;35.33;272.66;22.55;279.65;10.04;286.56;--;--;--;--;--;--;--;--;
2017-07-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.52;73.28;22.02;80.22;34.78;87.23;47.62;95.26;60.23;106.36;71.77;127.24;78.07;178.72;72.14;231.52;60.67;253.04;48.07;264.32;35.23;272.41;22.45;279.43;9.92;286.36;--;--;--;--;--;--;--;--;
2017-07-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.41;73.48;21.92;80.44;34.69;87.49;47.52;95.57;60.12;106.77;71.62;127.77;77.84;178.76;71.97;231.00;60.55;252.64;47.96;264.02;35.13;272.15;22.34;279.21;9.80;286.15;--;--;--;--;--;--;--;--;
2017-07-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.30;73.69;21.82;80.67;34.59;87.75;47.42;95.89;60.01;107.18;71.46;128.32;77.60;178.81;71.80;230.49;60.43;252.23;47.85;263.70;35.02;271.90;22.23;278.99;9.68;285.95;--;--;--;--;--;--;--;--;
2017-07-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.19;73.91;21.72;80.91;34.50;88.02;47.33;96.21;59.90;107.61;71.29;128.87;77.36;178.88;71.62;229.97;60.30;251.82;47.74;263.39;34.90;271.63;22.11;278.76;9.55;285.74;--;--;--;--;--;--;--;--;
2017-07-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.07;74.13;21.62;81.15;34.40;88.29;47.23;96.54;59.78;108.04;71.12;129.43;77.12;178.95;71.43;229.47;60.16;251.41;47.62;263.07;34.79;271.37;21.99;278.53;9.42;285.53;--;--;--;--;--;--;--;--;
2017-08-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.96;74.35;21.52;81.39;34.30;88.57;47.13;96.88;59.66;108.48;70.95;130.00;76.87;179.03;71.24;228.96;60.02;250.99;47.49;262.74;34.66;271.10;21.86;278.29;9.28;285.31;--;--;--;--;--;--;--;--;
2017-08-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.85;74.59;21.41;81.64;34.21;88.86;47.03;97.23;59.54;108.93;70.78;130.57;76.61;179.12;71.04;228.47;59.87;250.57;47.36;262.41;34.54;270.83;21.73;278.05;9.14;285.10;--;--;--;--;--;--;--;--;
2017-08-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.74;74.82;21.31;81.90;34.11;89.15;46.93;97.58;59.42;109.38;70.60;131.15;76.35;179.22;70.83;227.97;59.71;250.16;47.23;262.08;34.40;270.55;21.59;277.81;8.99;284.88;--;--;--;--;--;--;--;--;
2017-08-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.62;75.06;21.21;82.16;34.01;89.45;46.82;97.94;59.30;109.84;70.42;131.73;76.09;179.32;70.62;227.49;59.55;249.74;47.08;261.75;34.27;270.28;21.45;277.57;8.84;284.65;--;--;--;--;--;--;--;--;
2017-08-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.51;75.31;21.11;82.43;33.91;89.75;46.72;98.31;59.17;110.31;70.23;132.32;75.82;179.43;70.40;227.01;59.38;249.31;46.94;261.42;34.12;270.00;21.30;277.32;8.68;284.43;--;--;--;--;--;--;--;--;
2017-08-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.39;75.56;21.00;82.71;33.82;90.06;46.62;98.68;59.04;110.79;70.04;132.91;75.54;179.54;70.17;226.54;59.21;248.89;46.79;261.08;33.98;269.71;21.15;277.07;8.52;284.20;--;--;--;--;--;--;--;--;
2017-08-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.28;75.82;20.90;82.98;33.72;90.38;46.51;99.05;58.91;111.27;69.85;133.50;75.26;179.66;69.94;226.07;59.03;248.47;46.63;260.74;33.83;269.43;21.00;276.82;8.36;283.97;--;--;--;--;--;--;--;--;
2017-08-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.16;76.08;20.80;83.27;33.62;90.70;46.40;99.44;58.78;111.76;69.65;134.10;74.98;179.79;69.71;225.62;58.84;248.05;46.47;260.40;33.67;269.14;20.84;276.57;8.19;283.74;--;--;--;--;--;--;--;--;
2017-08-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.05;76.35;20.69;83.55;33.51;91.02;46.30;99.83;58.65;112.25;69.45;134.70;74.69;179.92;69.46;225.17;58.65;247.63;46.30;260.05;33.51;268.85;20.67;276.31;8.01;283.50;--;--;--;--;--;--;--;--;
2017-08-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.93;76.62;20.59;83.85;33.41;91.35;46.19;100.22;58.51;112.75;69.25;135.30;74.40;180.06;69.21;224.73;58.46;247.21;46.12;259.71;33.34;268.56;20.50;276.05;7.83;283.26;--;--;--;--;--;--;--;--;
2017-08-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.82;76.90;20.48;84.15;33.31;91.69;46.08;100.62;58.37;113.25;69.04;135.90;74.10;180.19;68.96;224.29;58.26;246.79;45.95;259.36;33.17;268.27;20.33;275.79;7.65;283.02;--;--;--;--;--;--;--;--;
2017-08-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.70;77.18;20.38;84.45;33.21;92.03;45.96;101.02;58.23;113.76;68.83;136.50;73.80;180.34;68.69;223.87;58.05;246.37;45.76;259.02;32.99;267.97;20.15;275.53;7.46;282.78;--;--;--;--;--;--;--;--;
2017-08-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.59;77.47;20.27;84.75;33.10;92.37;45.85;101.43;58.09;114.28;68.61;137.10;73.50;180.48;68.43;223.45;57.83;245.95;45.57;258.67;32.81;267.67;19.97;275.26;7.27;282.54;--;--;--;--;--;--;--;--;
2017-08-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.47;77.76;20.16;85.06;33.00;92.72;45.74;101.85;57.94;114.79;68.39;137.70;73.19;180.63;68.15;223.05;57.62;245.54;45.38;258.32;32.63;267.37;19.78;275.00;7.08;282.29;--;--;--;--;--;--;--;--;
2017-08-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.35;78.05;20.06;85.38;32.90;93.07;45.62;102.27;57.79;115.31;68.17;138.30;72.88;180.78;67.88;222.65;57.39;245.12;45.18;257.97;32.44;267.07;19.59;274.73;6.88;282.04;--;--;--;--;--;--;--;--;
2017-08-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.24;78.35;19.95;85.70;32.79;93.43;45.50;102.69;57.64;115.84;67.94;138.90;72.56;180.93;67.59;222.26;57.16;244.71;44.98;257.62;32.25;266.77;19.40;274.46;6.67;281.80;--;--;--;--;--;--;--;--;
2017-08-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.12;78.65;19.85;86.02;32.68;93.79;45.38;103.12;57.48;116.37;67.71;139.50;72.24;181.09;67.31;221.87;56.93;244.30;44.77;257.27;32.05;266.47;19.20;274.19;6.47;281.54;--;--;--;--;--;--;--;--;
2017-08-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.01;78.96;19.74;86.35;32.58;94.16;45.26;103.55;57.33;116.90;67.48;140.10;71.92;181.24;67.01;221.50;56.69;243.90;44.56;256.92;31.85;266.17;19.00;273.92;6.26;281.29;--;--;--;--;--;--;--;--;
2017-08-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.89;79.27;19.63;86.68;32.47;94.53;45.14;103.98;57.17;117.44;67.24;140.69;71.59;181.40;66.71;221.14;56.44;243.49;44.34;256.57;31.64;265.86;18.79;273.64;6.04;281.04;--;--;--;--;--;--;--;--;
2017-08-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.77;79.59;19.52;87.02;32.36;94.90;45.02;104.42;57.01;117.97;67.00;141.28;71.26;181.56;66.41;220.78;56.19;243.09;44.12;256.22;31.43;265.56;18.58;273.37;5.82;280.78;--;--;--;--;--;--;--;--;
2017-08-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.66;79.91;19.42;87.36;32.25;95.28;44.89;104.86;56.84;118.51;66.75;141.87;70.93;181.72;66.10;220.43;55.94;242.70;43.89;255.87;31.21;265.25;18.36;273.09;5.60;280.52;--;--;--;--;--;--;--;--;
2017-08-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.54;80.23;19.31;87.70;32.14;95.66;44.76;105.31;56.67;119.05;66.50;142.46;70.59;181.88;65.79;220.09;55.68;242.30;43.66;255.52;31.00;264.94;18.15;272.81;5.38;280.26;--;--;--;--;--;--;--;--;
2017-08-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.42;80.55;19.20;88.04;32.03;96.05;44.64;105.76;56.50;119.60;66.25;143.04;70.25;182.04;65.48;219.76;55.41;241.91;43.43;255.17;30.77;264.64;17.93;272.54;5.15;280.00;--;--;--;--;--;--;--;--;
2017-08-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.31;80.88;19.09;88.39;31.91;96.43;44.51;106.21;56.33;120.14;65.99;143.62;69.91;182.20;65.16;219.43;55.14;241.52;43.19;254.82;30.55;264.33;17.70;272.26;4.92;279.74;--;--;--;--;--;--;--;--;
2017-08-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.19;81.21;18.98;88.74;31.80;96.82;44.37;106.67;56.15;120.69;65.73;144.19;69.56;182.36;64.83;219.12;54.87;241.14;42.95;254.48;30.32;264.02;17.47;271.98;4.68;279.48;--;--;--;--;--;--;--;--;
2017-08-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.07;81.55;18.87;89.10;31.69;97.22;44.24;107.12;55.97;121.23;65.46;144.76;69.21;182.52;64.50;218.81;54.59;240.76;42.70;254.13;30.08;263.71;17.24;271.69;4.45;279.22;--;--;--;--;--;--;--;--;
2017-08-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.96;81.89;18.76;89.46;31.57;97.61;44.10;107.58;55.79;121.78;65.20;145.32;68.86;182.68;64.17;218.50;54.31;240.38;42.45;253.79;29.84;263.40;17.01;271.41;4.21;278.95;--;--;--;--;--;--;--;--;
2017-08-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.84;82.23;18.65;89.82;31.45;98.01;43.97;108.05;55.61;122.33;64.92;145.88;68.50;182.84;63.83;218.21;54.02;240.01;42.19;253.44;29.60;263.09;16.77;271.13;3.96;278.68;--;--;--;--;--;--;--;--;
2017-08-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.72;82.57;18.53;90.18;31.34;98.41;43.83;108.51;55.42;122.88;64.65;146.44;68.14;183.00;63.49;217.92;53.73;239.64;41.93;253.10;29.36;262.79;16.53;270.84;3.72;278.41;--;--;--;--;--;--;--;--;
2017-08-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.61;82.92;18.42;90.55;31.22;98.82;43.68;108.98;55.23;123.42;64.37;146.99;67.78;183.15;63.15;217.64;53.44;239.27;41.67;252.76;29.11;262.48;16.28;270.56;3.47;278.15;--;--;--;--;--;--;--;--;
2017-08-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.49;83.27;18.31;90.92;31.10;99.22;43.54;109.44;55.03;123.97;64.09;147.53;67.42;183.31;62.80;217.37;53.14;238.91;41.40;252.42;28.86;262.17;16.04;270.27;3.21;277.88;--;--;--;--;--;--;--;--;
2017-09-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.37;83.62;18.20;91.29;30.98;99.63;43.39;109.91;54.84;124.52;63.80;148.07;67.05;183.46;62.45;217.10;52.84;238.55;41.13;252.08;28.61;261.86;15.79;269.99;2.96;277.60;--;--;--;--;--;--;--;--;
2017-09-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.25;83.98;18.08;91.66;30.85;100.04;43.25;110.38;54.64;125.06;63.52;148.60;66.69;183.61;62.10;216.84;52.53;238.20;40.86;251.74;28.35;261.55;15.53;269.70;2.70;277.33;--;--;--;--;--;--;--;--;
2017-09-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.14;84.34;17.97;92.04;30.73;100.45;43.10;110.85;54.43;125.61;63.22;149.13;66.32;183.76;61.75;216.58;52.22;237.85;40.58;251.41;28.09;261.24;15.28;269.42;2.45;277.06;--;--;--;--;--;--;--;--;
2017-09-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.02;84.70;17.85;92.41;30.60;100.87;42.94;111.33;54.23;126.15;62.93;149.65;65.94;183.91;61.39;216.33;51.91;237.50;40.30;251.07;27.83;260.94;15.02;269.13;2.19;276.78;--;--;--;--;--;--;--;--;
2017-09-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.90;85.06;17.74;92.79;30.48;101.28;42.79;111.80;54.02;126.69;62.63;150.16;65.57;184.06;61.03;216.09;51.60;237.16;40.02;250.74;27.56;260.63;14.76;268.84;1.92;276.51;--;--;--;--;--;--;--;--;
2017-09-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.78;85.42;17.62;93.17;30.35;101.70;42.63;112.27;53.81;127.23;62.33;150.67;65.19;184.21;60.66;215.85;51.28;236.82;39.74;250.41;27.29;260.32;14.50;268.55;1.66;276.23;--;--;--;--;--;--;--;--;
2017-09-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.66;85.79;17.50;93.56;30.22;102.12;42.47;112.75;53.59;127.76;62.03;151.17;64.81;184.35;60.30;215.61;50.96;236.48;39.45;250.08;27.02;260.01;14.24;268.27;1.39;275.96;--;--;--;--;--;--;--;--;
2017-09-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.55;86.15;17.38;93.94;30.09;102.54;42.31;113.22;53.37;128.30;61.72;151.67;64.43;184.49;59.93;215.39;50.63;236.15;39.16;249.75;26.75;259.71;13.97;267.98;1.13;275.68;--;--;--;--;--;--;--;--;
2017-09-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.43;86.52;17.26;94.32;29.96;102.96;42.15;113.69;53.15;128.83;61.41;152.15;64.05;184.63;59.56;215.16;50.31;235.82;38.87;249.43;26.48;259.40;13.71;267.69;0.86;275.40;--;--;--;--;--;--;--;--;
2017-09-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.31;86.89;17.14;94.71;29.82;103.38;41.98;114.17;52.93;129.36;61.10;152.63;63.67;184.77;59.19;214.94;49.98;235.50;38.57;249.10;26.20;259.10;13.44;267.40;0.59;275.12;--;--;--;--;--;--;--;--;
2017-09-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.19;87.26;17.02;95.10;29.69;103.80;41.82;114.64;52.70;129.88;60.78;153.10;63.28;184.90;58.81;214.73;49.65;235.18;38.27;248.78;25.92;258.79;13.17;267.11;0.32;274.84;--;--;--;--;--;--;--;--;
2017-09-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.07;87.64;16.90;95.49;29.55;104.22;41.65;115.11;52.47;130.40;60.46;153.57;62.89;185.03;58.44;214.52;49.32;234.86;37.97;248.46;25.64;258.49;12.89;266.82;0.04;274.56;--;--;--;--;--;--;--;--;
