
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2017-03-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.37;87.73;14.22;95.53;26.89;104.11;39.02;114.64;49.97;129.09;58.36;150.51;61.71;180.04;58.37;209.58;49.99;231.03;39.05;245.49;26.92;256.04;14.27;264.63;1.44;272.46;--;--;--;--;--;--;--;--;
2017-03-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.64;87.43;14.49;95.23;27.16;103.79;39.32;114.31;50.31;128.77;58.74;150.33;62.10;180.21;58.69;210.03;50.23;231.53;39.23;245.95;27.08;256.45;14.41;265.02;1.57;272.84;--;--;--;--;--;--;--;--;
2017-03-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.90;87.13;14.75;94.92;27.44;103.47;39.63;113.97;50.65;128.44;59.13;150.14;62.49;180.37;59.01;210.49;50.47;232.02;39.42;246.40;27.23;256.86;14.54;265.40;1.71;273.21;--;--;--;--;--;--;--;--;
2017-03-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.17;86.84;15.02;94.62;27.72;103.15;39.93;113.63;50.99;128.12;59.51;149.94;62.88;180.54;59.33;210.95;50.71;232.53;39.60;246.86;27.38;257.27;14.68;265.79;1.84;273.58;--;--;--;--;--;--;--;--;
2017-03-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.43;86.54;15.28;94.32;27.99;102.83;40.22;113.29;51.33;127.78;59.89;149.75;63.27;180.71;59.64;211.43;50.94;233.03;39.77;247.32;27.53;257.68;14.82;266.17;1.98;273.95;--;--;--;--;--;--;--;--;
2017-04-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.69;86.25;15.54;94.01;28.27;102.51;40.52;112.95;51.66;127.45;60.27;149.54;63.65;180.89;59.95;211.90;51.17;233.54;39.95;247.78;27.67;258.10;14.95;266.55;2.11;274.32;--;--;--;--;--;--;--;--;
2017-04-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.95;85.96;15.81;93.71;28.54;102.19;40.81;112.61;51.99;127.11;60.65;149.34;64.03;181.07;60.26;212.39;51.39;234.05;40.12;248.23;27.82;258.51;15.08;266.93;2.25;274.69;--;--;--;--;--;--;--;--;
2017-04-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.21;85.67;16.07;93.40;28.81;101.87;41.10;112.27;52.32;126.77;61.03;149.12;64.42;181.25;60.56;212.88;51.61;234.57;40.29;248.69;27.96;258.92;15.22;267.31;2.38;275.05;--;--;--;--;--;--;--;--;
2017-04-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.47;85.38;16.32;93.10;29.07;101.54;41.39;111.92;52.65;126.42;61.40;148.91;64.80;181.44;60.87;213.38;51.83;235.08;40.46;249.15;28.10;259.33;15.35;267.69;2.52;275.42;--;--;--;--;--;--;--;--;
2017-04-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.73;85.09;16.58;92.80;29.34;101.22;41.67;111.57;52.97;126.07;61.77;148.69;65.17;181.63;61.17;213.88;52.05;235.60;40.63;249.61;28.25;259.73;15.48;268.07;2.65;275.78;--;--;--;--;--;--;--;--;
2017-04-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.98;84.80;16.83;92.50;29.60;100.89;41.96;111.22;53.29;125.71;62.14;148.46;65.55;181.82;61.46;214.39;52.27;236.12;40.80;250.07;28.39;260.14;15.61;268.44;2.79;276.14;--;--;--;--;--;--;--;--;
2017-04-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.24;84.51;17.08;92.19;29.86;100.57;42.24;110.87;53.61;125.35;62.51;148.23;65.92;182.02;61.76;214.91;52.48;236.64;40.96;250.53;28.52;260.55;15.74;268.82;2.92;276.50;--;--;--;--;--;--;--;--;
2017-04-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.49;84.22;17.33;91.89;30.11;100.24;42.51;110.51;53.92;124.99;62.87;147.99;66.30;182.22;62.05;215.43;52.69;237.17;41.12;250.98;28.66;260.95;15.87;269.19;3.05;276.86;--;--;--;--;--;--;--;--;
2017-04-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.74;83.93;17.58;91.59;30.37;99.92;42.79;110.16;54.23;124.62;63.24;147.74;66.67;182.42;62.33;215.95;52.89;237.69;41.28;251.44;28.80;261.35;16.00;269.56;3.19;277.21;--;--;--;--;--;--;--;--;
2017-04-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.98;83.65;17.82;91.29;30.62;99.59;43.06;109.80;54.54;124.25;63.60;147.49;67.03;182.62;62.62;216.49;53.09;238.22;41.43;251.89;28.93;261.75;16.13;269.92;3.32;277.56;--;--;--;--;--;--;--;--;
2017-04-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.23;83.36;18.06;90.99;30.87;99.27;43.32;109.44;54.84;123.87;63.95;147.23;67.40;182.83;62.90;217.03;53.29;238.74;41.59;252.35;29.06;262.15;16.26;270.29;3.45;277.91;--;--;--;--;--;--;--;--;
2017-04-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.47;83.08;18.30;90.69;31.11;98.94;43.59;109.08;55.14;123.49;64.30;146.97;67.76;183.04;63.18;217.57;53.49;239.27;41.74;252.80;29.20;262.55;16.38;270.65;3.58;278.26;--;--;--;--;--;--;--;--;
2017-04-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.71;82.80;18.54;90.39;31.35;98.61;43.84;108.71;55.44;123.10;64.65;146.70;68.12;183.26;63.45;218.12;53.68;239.80;41.89;253.25;29.33;262.94;16.51;271.01;3.72;278.60;--;--;--;--;--;--;--;--;
2017-04-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.95;82.52;18.77;90.09;31.59;98.29;44.10;108.35;55.73;122.71;65.00;146.42;68.48;183.47;63.72;218.67;53.88;240.32;42.04;253.70;29.46;263.33;16.63;271.37;3.85;278.94;--;--;--;--;--;--;--;--;
2017-04-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.18;82.24;19.00;89.79;31.82;97.96;44.35;107.98;56.02;122.31;65.34;146.13;68.83;183.69;63.99;219.23;54.06;240.85;42.19;254.15;29.58;263.72;16.76;271.72;3.98;279.28;--;--;--;--;--;--;--;--;
2017-04-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.41;81.96;19.23;89.50;32.05;97.64;44.60;107.62;56.30;121.91;65.68;145.84;69.18;183.91;64.25;219.79;54.25;241.38;42.33;254.59;29.71;264.11;16.88;272.08;4.11;279.61;--;--;--;--;--;--;--;--;
2017-04-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.64;81.68;19.45;89.20;32.28;97.31;44.84;107.25;56.58;121.51;66.01;145.54;69.53;184.13;64.51;220.35;54.43;241.90;42.47;255.03;29.84;264.49;17.01;272.42;4.24;279.95;--;--;--;--;--;--;--;--;
2017-04-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.86;81.41;19.67;88.91;32.50;96.98;45.08;106.88;56.85;121.10;66.35;145.23;69.87;184.35;64.77;220.92;54.61;242.43;42.61;255.47;29.96;264.87;17.13;272.77;4.38;280.27;--;--;--;--;--;--;--;--;
2017-04-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.09;81.13;19.89;88.61;32.72;96.66;45.32;106.51;57.12;120.69;66.67;144.91;70.22;184.58;65.02;221.49;54.79;242.95;42.75;255.91;30.09;265.25;17.25;273.11;4.51;280.60;--;--;--;--;--;--;--;--;
2017-04-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.30;80.86;20.10;88.32;32.94;96.33;45.55;106.14;57.39;120.28;66.99;144.58;70.55;184.80;65.27;222.07;54.96;243.47;42.89;256.34;30.21;265.62;17.37;273.45;4.64;280.92;--;--;--;--;--;--;--;--;
2017-04-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.52;80.59;20.31;88.03;33.15;96.01;45.77;105.77;57.65;119.86;67.31;144.25;70.89;185.03;65.51;222.65;55.13;243.99;43.03;256.77;30.33;266.00;17.50;273.79;4.77;281.24;--;--;--;--;--;--;--;--;
2017-04-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.73;80.32;20.51;87.74;33.36;95.69;45.99;105.40;57.90;119.44;67.63;143.90;71.22;185.26;65.75;223.23;55.30;244.51;43.16;257.20;30.45;266.36;17.62;274.12;4.90;281.55;--;--;--;--;--;--;--;--;
2017-04-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.94;80.05;20.71;87.45;33.56;95.37;46.21;105.03;58.15;119.01;67.94;143.55;71.55;185.49;65.99;223.81;55.47;245.02;43.29;257.62;30.57;266.73;17.74;274.45;5.03;281.86;--;--;--;--;--;--;--;--;
2017-04-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.14;79.78;20.91;87.16;33.76;95.04;46.42;104.65;58.40;118.58;68.24;143.19;71.87;185.72;66.23;224.39;55.63;245.53;43.42;258.04;30.69;267.09;17.86;274.77;5.16;282.17;--;--;--;--;--;--;--;--;
2017-04-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.34;79.52;21.10;86.87;33.95;94.72;46.63;104.28;58.63;118.15;68.54;142.81;72.20;185.95;66.46;224.98;55.79;246.04;43.55;258.46;30.81;267.44;17.98;275.10;5.29;282.47;--;--;--;--;--;--;--;--;
2017-04-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.54;79.26;21.29;86.59;34.14;94.40;46.83;103.91;58.87;117.71;68.83;142.43;72.51;186.18;66.68;225.56;55.95;246.55;43.68;258.87;30.93;267.80;18.10;275.41;5.42;282.77;--;--;--;--;--;--;--;--;
2017-04-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.73;79.00;21.48;86.31;34.33;94.09;47.03;103.54;59.10;117.27;69.12;142.04;72.83;186.41;66.90;226.15;56.11;247.05;43.81;259.28;31.05;268.14;18.22;275.73;5.55;283.06;--;--;--;--;--;--;--;--;
2017-04-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.92;78.74;21.66;86.03;34.51;93.77;47.22;103.17;59.32;116.83;69.41;141.64;73.14;186.64;67.12;226.74;56.26;247.55;43.93;259.68;31.16;268.49;18.34;276.03;5.68;283.35;--;--;--;--;--;--;--;--;
2017-04-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.11;78.48;21.84;85.75;34.69;93.46;47.41;102.80;59.54;116.39;69.68;141.23;73.44;186.87;67.34;227.32;56.41;248.04;44.06;260.08;31.28;268.83;18.45;276.34;5.81;283.64;--;--;--;--;--;--;--;--;
2017-04-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.29;78.23;22.01;85.47;34.86;93.14;47.59;102.43;59.75;115.94;69.96;140.81;73.74;187.10;67.55;227.91;56.56;248.53;44.18;260.48;31.39;269.16;18.57;276.64;5.94;283.92;--;--;--;--;--;--;--;--;
2017-05-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.47;77.97;22.18;85.20;35.03;92.83;47.77;102.06;59.96;115.49;70.22;140.38;74.04;187.33;67.76;228.49;56.71;249.01;44.30;260.87;31.51;269.49;18.69;276.93;6.07;284.19;--;--;--;--;--;--;--;--;
2017-05-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.64;77.72;22.34;84.92;35.19;92.52;47.94;101.69;60.16;115.05;70.48;139.94;74.34;187.55;67.96;229.08;56.85;249.49;44.42;261.25;31.62;269.82;18.81;277.22;6.20;284.47;--;--;--;--;--;--;--;--;
2017-05-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.81;77.48;22.50;84.65;35.35;92.21;48.11;101.32;60.35;114.60;70.74;139.49;74.63;187.78;68.16;229.66;56.99;249.97;44.54;261.63;31.73;270.14;18.92;277.51;6.32;284.73;--;--;--;--;--;--;--;--;
2017-05-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.97;77.23;22.66;84.39;35.50;91.91;48.27;100.96;60.54;114.15;70.99;139.03;74.91;188.00;68.36;230.24;57.13;250.44;44.65;262.00;31.84;270.45;19.04;277.79;6.45;284.99;--;--;--;--;--;--;--;--;
2017-05-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.13;76.99;22.81;84.12;35.65;91.61;48.42;100.60;60.72;113.69;71.23;138.57;75.19;188.22;68.55;230.81;57.27;250.90;44.77;262.37;31.95;270.76;19.15;278.07;6.58;285.25;--;--;--;--;--;--;--;--;
2017-05-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.29;76.75;22.95;83.86;35.79;91.31;48.58;100.24;60.90;113.24;71.47;138.09;75.47;188.43;68.74;231.39;57.40;251.36;44.88;262.73;32.06;271.07;19.27;278.34;6.71;285.50;--;--;--;--;--;--;--;--;
2017-05-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.44;76.51;23.10;83.60;35.93;91.01;48.72;99.88;61.07;112.79;71.70;137.60;75.74;188.64;68.93;231.95;57.53;251.81;44.99;263.09;32.17;271.37;19.38;278.61;6.83;285.75;--;--;--;--;--;--;--;--;
2017-05-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.59;76.28;23.23;83.34;36.06;90.72;48.86;99.52;61.23;112.34;71.93;137.11;76.01;188.85;69.11;232.52;57.66;252.26;45.11;263.44;32.28;271.66;19.50;278.87;6.96;285.99;--;--;--;--;--;--;--;--;
2017-05-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.73;76.05;23.37;83.09;36.19;90.43;49.00;99.17;61.39;111.89;72.14;136.61;76.27;189.05;69.29;233.08;57.79;252.69;45.22;263.78;32.39;271.95;19.61;279.12;7.08;286.23;--;--;--;--;--;--;--;--;
2017-05-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.87;75.82;23.49;82.84;36.32;90.14;49.12;98.82;61.54;111.44;72.36;136.10;76.53;189.25;69.46;233.63;57.92;253.13;45.33;264.12;32.49;272.23;19.72;279.37;7.21;286.46;--;--;--;--;--;--;--;--;
2017-05-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.00;75.59;23.62;82.59;36.44;89.85;49.25;98.48;61.69;111.00;72.56;135.58;76.78;189.44;69.63;234.18;58.04;253.55;45.43;264.45;32.60;272.51;19.83;279.62;7.33;286.69;--;--;--;--;--;--;--;--;
2017-05-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.13;75.37;23.73;82.34;36.55;89.57;49.37;98.13;61.83;110.55;72.76;135.05;77.03;189.63;69.80;234.72;58.16;253.97;45.54;264.78;32.71;272.78;19.95;279.86;7.45;286.91;--;--;--;--;--;--;--;--;
2017-05-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.25;75.15;23.85;82.10;36.66;89.29;49.48;97.79;61.96;110.11;72.95;134.52;77.27;189.81;69.97;235.26;58.28;254.38;45.65;265.10;32.81;273.05;20.06;280.09;7.58;287.12;--;--;--;--;--;--;--;--;
2017-05-14;--;--;--;--;--;--;--;--;--;--;--;--;-0.80;67.56;11.37;74.93;23.96;81.86;36.76;89.02;49.59;97.46;62.09;109.67;73.13;133.99;77.51;189.98;70.13;235.78;58.40;254.78;45.75;265.41;32.92;273.30;20.17;280.32;7.70;287.33;--;--;--;--;--;--;--;--;
2017-05-15;--;--;--;--;--;--;--;--;--;--;--;--;-0.67;67.36;11.48;74.72;24.06;81.63;36.86;88.75;49.69;97.13;62.21;109.24;73.31;133.44;77.75;190.14;70.28;236.30;58.52;255.17;45.86;265.71;33.02;273.56;20.28;280.54;7.82;287.53;--;--;--;--;--;--;--;--;
2017-05-16;--;--;--;--;--;--;--;--;--;--;--;--;-0.55;67.16;11.59;74.51;24.16;81.40;36.96;88.49;49.79;96.80;62.33;108.80;73.48;132.90;77.98;190.30;70.44;236.81;58.63;255.55;45.96;266.01;33.12;273.80;20.39;280.76;7.94;287.73;--;--;--;--;--;--;--;--;
2017-05-17;--;--;--;--;--;--;--;--;--;--;--;--;-0.43;66.97;11.70;74.30;24.25;81.17;37.05;88.23;49.88;96.48;62.44;108.38;73.65;132.35;78.20;190.44;70.59;237.32;58.75;255.93;46.06;266.30;33.22;274.04;20.49;280.97;8.06;287.92;--;--;--;--;--;--;--;--;
2017-05-18;--;--;--;--;--;--;--;--;--;--;--;--;-0.31;66.78;11.80;74.10;24.34;80.95;37.13;87.97;49.97;96.17;62.54;107.95;73.80;131.79;78.42;190.58;70.74;237.81;58.86;256.29;46.16;266.58;33.32;274.28;20.60;281.17;8.18;288.11;--;--;--;--;--;--;--;--;
2017-05-19;--;--;--;--;--;--;--;--;--;--;--;--;-0.20;66.59;11.89;73.90;24.43;80.73;37.21;87.72;50.05;95.86;62.64;107.54;73.95;131.23;78.63;190.71;70.88;238.29;58.97;256.65;46.26;266.85;33.42;274.50;20.71;281.37;8.29;288.29;--;--;--;--;--;--;--;--;
2017-05-20;--;--;--;--;--;--;--;--;--;--;--;--;-0.10;66.41;11.99;73.71;24.51;80.52;37.29;87.47;50.13;95.55;62.73;107.13;74.10;130.68;78.84;190.82;71.03;238.76;59.08;257.00;46.36;267.12;33.52;274.72;20.81;281.56;8.41;288.47;--;--;--;--;--;--;--;--;
2017-05-21;--;--;--;--;--;--;--;--;--;--;--;--;0.00;66.23;12.07;73.52;24.59;80.31;37.36;87.23;50.20;95.25;62.82;106.72;74.23;130.12;79.04;190.93;71.16;239.23;59.18;257.34;46.46;267.38;33.62;274.94;20.92;281.75;8.52;288.64;--;--;--;--;--;--;--;--;
2017-05-22;--;--;--;--;--;--;--;--;--;--;--;--;0.10;66.05;12.15;73.33;24.66;80.11;37.42;86.99;50.27;94.96;62.90;106.32;74.36;129.56;79.24;191.02;71.30;239.67;59.29;257.67;46.55;267.63;33.72;275.14;21.02;281.93;8.64;288.80;--;--;--;--;--;--;--;--;
2017-05-23;--;--;--;--;--;--;--;--;--;--;--;--;0.19;65.88;12.23;73.15;24.72;79.90;37.48;86.76;50.33;94.67;62.97;105.93;74.48;129.00;79.43;191.10;71.43;240.11;59.39;257.98;46.65;267.87;33.81;275.34;21.12;282.10;8.75;288.95;--;--;--;--;--;--;--;--;
2017-05-24;--;--;--;--;--;--;--;--;--;--;--;--;0.28;65.71;12.30;72.97;24.79;79.71;37.54;86.53;50.38;94.39;63.04;105.55;74.60;128.45;79.62;191.17;71.56;240.54;59.49;258.29;46.74;268.11;33.91;275.54;21.22;282.27;8.86;289.11;--;--;--;--;--;--;--;--;
2017-05-25;--;--;--;--;--;--;--;--;--;--;--;--;0.36;65.55;12.37;72.80;24.84;79.52;37.59;86.31;50.44;94.12;63.11;105.17;74.71;127.90;79.80;191.22;71.69;240.95;59.59;258.59;46.83;268.33;34.00;275.72;21.32;282.43;8.97;289.25;--;--;--;--;--;--;--;--;
2017-05-26;--;--;--;--;--;--;--;--;--;--;--;--;0.43;65.39;12.43;72.63;24.90;79.33;37.64;86.10;50.48;93.85;63.16;104.80;74.81;127.35;79.98;191.26;71.81;241.35;59.69;258.88;46.93;268.55;34.10;275.90;21.42;282.58;9.08;289.39;--;--;--;--;--;--;--;--;
2017-05-27;--;--;--;--;--;--;--;--;--;--;--;--;0.50;65.23;12.49;72.46;24.95;79.15;37.68;85.89;50.53;93.59;63.22;104.44;74.90;126.81;80.15;191.28;71.93;241.73;59.79;259.15;47.02;268.76;34.19;276.07;21.52;282.73;9.18;289.52;--;--;--;--;--;--;--;--;
2017-05-28;--;--;--;--;--;--;--;--;--;--;--;--;0.57;65.08;12.54;72.30;24.99;78.98;37.72;85.69;50.56;93.34;63.26;104.09;74.99;126.27;80.31;191.28;72.05;242.10;59.88;259.42;47.11;268.96;34.28;276.23;21.62;282.87;9.29;289.65;--;--;--;--;--;--;--;--;
2017-05-29;--;--;--;--;--;--;--;--;--;--;--;--;0.63;64.93;12.59;72.15;25.03;78.81;37.76;85.49;50.60;93.09;63.31;103.75;75.07;125.75;80.47;191.27;72.16;242.46;59.97;259.67;47.19;269.15;34.37;276.39;21.71;283.01;9.39;289.77;--;--;--;--;--;--;--;--;
2017-05-30;--;--;--;--;--;--;--;--;--;--;--;--;0.69;64.79;12.64;72.00;25.07;78.64;37.78;85.30;50.63;92.86;63.35;103.42;75.15;125.23;80.62;191.24;72.27;242.79;60.06;259.92;47.28;269.34;34.46;276.54;21.81;283.13;9.49;289.88;--;--;--;--;--;--;--;--;
2017-05-31;--;--;--;--;--;--;--;--;--;--;--;--;0.74;64.65;12.68;71.85;25.10;78.48;37.81;85.12;50.65;92.63;63.38;103.10;75.21;124.72;80.77;191.20;72.38;243.12;60.15;260.15;47.37;269.51;34.55;276.68;21.90;283.25;9.59;289.99;--;--;--;--;--;--;--;--;
2017-06-01;--;--;--;--;--;--;--;--;--;--;--;--;0.79;64.52;12.71;71.71;25.12;78.33;37.83;84.94;50.67;92.41;63.41;102.80;75.28;124.22;80.91;191.13;72.49;243.42;60.24;260.37;47.45;269.68;34.63;276.81;21.99;283.37;9.69;290.09;--;--;--;--;--;--;--;--;
2017-06-02;--;--;--;--;--;--;--;--;--;--;--;--;0.83;64.39;12.74;71.57;25.15;78.18;37.85;84.77;50.69;92.19;63.43;102.50;75.33;123.74;81.04;191.05;72.59;243.71;60.33;260.58;47.53;269.83;34.72;276.94;22.08;283.48;9.79;290.18;--;--;--;--;--;--;--;--;
2017-06-03;--;--;--;--;--;--;--;--;--;--;--;--;0.87;64.26;12.77;71.44;25.17;78.04;37.86;84.60;50.70;91.99;63.45;102.21;75.38;123.26;81.17;190.95;72.69;243.99;60.41;260.77;47.62;269.98;34.80;277.06;22.17;283.58;9.88;290.27;--;--;--;--;--;--;--;--;
2017-06-04;--;--;--;--;--;--;--;--;--;--;--;--;0.90;64.14;12.79;71.31;25.18;77.90;37.87;84.45;50.71;91.79;63.46;101.93;75.42;122.80;81.29;190.83;72.79;244.24;60.50;260.96;47.70;270.12;34.88;277.17;22.25;283.67;9.97;290.35;--;--;--;--;--;--;--;--;
2017-06-05;--;--;--;--;--;--;--;--;--;--;--;--;0.93;64.02;12.81;71.19;25.19;77.77;37.88;84.30;50.71;91.61;63.47;101.67;75.46;122.36;81.41;190.69;72.88;244.48;60.58;261.13;47.77;270.25;34.96;277.27;22.34;283.76;10.06;290.43;--;--;--;--;--;--;--;--;
2017-06-06;--;--;--;--;--;--;--;--;--;--;--;--;0.95;63.91;12.83;71.08;25.20;77.64;37.88;84.15;50.71;91.43;63.48;101.42;75.49;121.93;81.52;190.53;72.98;244.70;60.66;261.29;47.85;270.36;35.04;277.37;22.42;283.84;10.15;290.50;--;--;--;--;--;--;--;--;
2017-06-07;--;--;--;--;--;--;--;--;--;--;--;--;0.97;63.81;12.84;70.97;25.20;77.53;37.88;84.02;50.71;91.26;63.48;101.18;75.52;121.52;81.62;190.36;73.06;244.89;60.74;261.43;47.93;270.47;35.12;277.46;22.50;283.91;10.23;290.56;--;--;--;--;--;--;--;--;
2017-06-08;--;--;--;--;--;--;--;--;--;--;--;--;0.99;63.71;12.84;70.86;25.20;77.41;37.87;83.89;50.70;91.10;63.48;100.95;75.54;121.12;81.72;190.16;73.15;245.07;60.81;261.57;48.00;270.57;35.19;277.54;22.58;283.98;10.32;290.62;--;--;--;--;--;--;--;--;
2017-06-09;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.61;12.84;70.77;25.19;77.31;37.86;83.77;50.69;90.95;63.47;100.74;75.55;120.74;81.81;189.95;73.23;245.23;60.89;261.69;48.07;270.66;35.27;277.61;22.65;284.04;10.39;290.67;--;--;--;--;--;--;--;--;
2017-06-10;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.52;12.84;70.67;25.19;77.21;37.85;83.66;50.68;90.81;63.46;100.54;75.56;120.39;81.89;189.71;73.31;245.38;60.96;261.80;48.14;270.75;35.34;277.67;22.73;284.09;10.47;290.71;--;--;--;--;--;--;--;--;
2017-06-11;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.43;12.83;70.58;25.17;77.11;37.83;83.55;50.66;90.68;63.44;100.35;75.57;120.05;81.97;189.46;73.39;245.50;61.03;261.89;48.21;270.82;35.41;277.73;22.80;284.14;10.55;290.75;--;--;--;--;--;--;--;--;
2017-06-12;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.35;12.82;70.50;25.16;77.03;37.82;83.45;50.64;90.56;63.43;100.18;75.57;119.73;82.04;189.20;73.46;245.60;61.10;261.97;48.28;270.88;35.48;277.78;22.87;284.17;10.62;290.78;--;--;--;--;--;--;--;--;
2017-06-13;--;--;--;--;--;--;--;--;--;--;--;--;0.99;63.28;12.81;70.43;25.14;76.95;37.79;83.36;50.62;90.45;63.41;100.02;75.56;119.43;82.10;188.91;73.53;245.67;61.16;262.04;48.35;270.93;35.54;277.82;22.94;284.21;10.69;290.80;--;--;--;--;--;--;--;--;
2017-06-14;--;--;--;--;--;--;--;--;--;--;--;--;0.98;63.21;12.79;70.36;25.12;76.87;37.77;83.28;50.59;90.34;63.38;99.87;75.55;119.15;82.16;188.61;73.60;245.73;61.22;262.10;48.41;270.97;35.61;277.85;23.00;284.23;10.75;290.82;--;--;--;--;--;--;--;--;
2017-06-15;--;--;--;--;--;--;--;--;--;--;--;--;0.97;63.14;12.77;70.29;25.09;76.80;37.74;83.20;50.56;90.25;63.35;99.74;75.54;118.90;82.21;188.30;73.66;245.77;61.29;262.14;48.47;271.01;35.67;277.87;23.06;284.25;10.82;290.83;--;--;--;--;--;--;--;--;
2017-06-16;--;--;--;--;--;--;--;--;--;--;--;--;0.95;63.08;12.75;70.23;25.06;76.74;37.71;83.14;50.53;90.17;63.32;99.62;75.52;118.67;82.25;187.97;73.73;245.79;61.35;262.17;48.53;271.03;35.73;277.89;23.12;284.26;10.88;290.84;-0.82;298.14;--;--;--;--;--;--;
2017-06-17;--;--;--;--;--;--;--;--;--;--;--;--;0.92;63.03;12.72;70.18;25.03;76.69;37.67;83.08;50.49;90.10;63.29;99.52;75.49;118.46;82.28;187.64;73.78;245.78;61.40;262.19;48.58;271.04;35.78;277.90;23.18;284.27;10.93;290.84;-0.76;298.13;--;--;--;--;--;--;
2017-06-18;--;--;--;--;--;--;--;--;--;--;--;--;0.90;62.98;12.68;70.14;24.99;76.64;37.64;83.02;50.45;90.04;63.25;99.43;75.46;118.27;82.31;187.29;73.84;245.76;61.46;262.19;48.64;271.05;35.84;277.90;23.23;284.26;10.99;290.83;-0.71;298.12;--;--;--;--;--;--;
2017-06-19;--;--;--;--;--;--;--;--;--;--;--;--;0.86;62.94;12.65;70.10;24.96;76.60;37.60;82.98;50.41;89.98;63.21;99.35;75.43;118.10;82.33;186.93;73.89;245.71;61.51;262.18;48.69;271.04;35.89;277.89;23.29;284.25;11.04;290.82;-0.66;298.10;--;--;--;--;--;--;
