
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-06-23;--;--;--;--;--;--;--;--;--;--;--;--;0.71;62.83;12.48;70.00;24.79;76.51;37.42;82.89;50.24;89.88;63.04;99.19;75.28;117.69;82.35;185.52;74.04;245.34;61.68;262.02;48.86;270.93;36.06;277.80;23.45;284.16;11.20;290.72;-0.51;297.99;--;--;--;--;--;--;
2018-06-24;--;--;--;--;--;--;--;--;--;--;--;--;0.66;62.82;12.43;69.99;24.73;76.51;37.37;82.89;50.18;89.87;62.99;99.19;75.23;117.64;82.34;185.14;74.08;245.19;61.72;261.94;48.90;270.88;36.10;277.75;23.49;284.12;11.23;290.68;-0.48;297.94;--;--;--;--;--;--;
2018-06-25;--;--;--;--;--;--;--;--;--;--;--;--;0.61;62.81;12.38;69.99;24.68;76.51;37.32;82.89;50.13;89.88;62.93;99.19;75.17;117.61;82.32;184.76;74.11;245.02;61.76;261.86;48.94;270.81;36.13;277.70;23.52;284.07;11.26;290.63;-0.46;297.89;--;--;--;--;--;--;
2018-06-26;--;--;--;--;--;--;--;--;--;--;--;--;0.55;62.80;12.32;69.99;24.62;76.51;37.26;82.90;50.07;89.90;62.87;99.21;75.11;117.60;82.29;184.39;74.13;244.83;61.79;261.76;48.97;270.74;36.17;277.64;23.55;284.01;11.29;290.58;-0.43;297.84;--;--;--;--;--;--;
2018-06-27;--;--;--;--;--;--;--;--;--;--;--;--;0.49;62.81;12.26;70.00;24.56;76.53;37.20;82.92;50.02;89.92;62.82;99.25;75.05;117.62;82.25;184.01;74.15;244.61;61.82;261.64;49.00;270.66;36.20;277.57;23.58;283.95;11.31;290.52;-0.42;297.78;--;--;--;--;--;--;
2018-06-28;--;--;--;--;--;--;--;--;--;--;--;--;0.43;62.82;12.20;70.01;24.50;76.55;37.14;82.95;49.96;89.96;62.76;99.29;74.99;117.65;82.21;183.64;74.17;244.38;61.84;261.51;49.03;270.57;36.22;277.50;23.60;283.89;11.33;290.45;-0.40;297.71;--;--;--;--;--;--;
2018-06-29;--;--;--;--;--;--;--;--;--;--;--;--;0.36;62.83;12.14;70.03;24.44;76.58;37.08;82.99;49.89;90.01;62.69;99.36;74.92;117.72;82.16;183.28;74.18;244.13;61.87;261.37;49.06;270.47;36.25;277.42;23.62;283.81;11.34;290.38;-0.40;297.64;--;--;--;--;--;--;
2018-06-30;--;--;--;--;--;--;--;--;--;--;--;--;0.29;62.85;12.07;70.06;24.37;76.61;37.01;83.03;49.83;90.07;62.63;99.43;74.85;117.80;82.11;182.92;74.18;243.86;61.89;261.22;49.08;270.36;36.26;277.33;23.64;283.73;11.35;290.31;-0.39;297.57;--;--;--;--;--;--;
2018-07-01;--;--;--;--;--;--;--;--;--;--;--;--;0.22;62.88;12.00;70.10;24.31;76.66;36.95;83.08;49.77;90.13;62.56;99.52;74.78;117.91;82.04;182.58;74.18;243.57;61.90;261.06;49.10;270.24;36.28;277.23;23.65;283.65;11.36;290.23;-0.39;297.49;--;--;--;--;--;--;
2018-07-02;--;--;--;--;--;--;--;--;--;--;--;--;0.14;62.91;11.93;70.14;24.24;76.71;36.88;83.14;49.70;90.21;62.49;99.63;74.70;118.03;81.97;182.24;74.18;243.26;61.91;260.88;49.11;270.11;36.29;277.13;23.66;283.55;11.36;290.14;-0.40;297.40;--;--;--;--;--;--;
2018-07-03;--;--;--;--;--;--;--;--;--;--;--;--;0.06;62.95;11.85;70.18;24.17;76.76;36.81;83.21;49.63;90.30;62.42;99.74;74.62;118.18;81.90;181.92;74.17;242.93;61.92;260.69;49.12;269.98;36.30;277.01;23.66;283.46;11.36;290.05;-0.41;297.31;--;--;--;--;--;--;
2018-07-04;--;--;--;--;--;--;--;--;--;--;--;--;-0.02;63.00;11.78;70.24;24.09;76.83;36.74;83.29;49.56;90.39;62.35;99.88;74.54;118.36;81.81;181.61;74.16;242.59;61.92;260.49;49.13;269.83;36.31;276.90;23.66;283.35;11.35;289.95;-0.42;297.22;--;--;--;--;--;--;
2018-07-05;--;--;--;--;--;--;--;--;--;--;--;--;-0.10;63.05;11.70;70.30;24.02;76.90;36.67;83.37;49.49;90.50;62.28;100.02;74.45;118.55;81.72;181.31;74.14;242.23;61.92;260.27;49.13;269.68;36.31;276.77;23.66;283.24;11.34;289.84;-0.44;297.12;--;--;--;--;--;--;
2018-07-06;--;--;--;--;--;--;--;--;--;--;--;--;-0.19;63.11;11.61;70.37;23.94;76.97;36.59;83.47;49.42;90.62;62.20;100.18;74.36;118.76;81.63;181.03;74.12;241.85;61.92;260.05;49.13;269.52;36.31;276.64;23.65;283.12;11.33;289.74;-0.47;297.01;--;--;--;--;--;--;
2018-07-07;--;--;--;--;--;--;--;--;--;--;--;--;-0.28;63.17;11.53;70.44;23.86;77.06;36.52;83.57;49.34;90.75;62.12;100.35;74.27;118.99;81.52;180.76;74.09;241.46;61.91;259.81;49.13;269.34;36.30;276.50;23.64;283.00;11.31;289.62;-0.50;296.90;--;--;--;--;--;--;
2018-07-08;--;--;--;--;--;--;--;--;--;--;--;--;-0.37;63.24;11.45;70.52;23.78;77.15;36.44;83.68;49.27;90.88;62.04;100.53;74.18;119.25;81.41;180.50;74.05;241.05;61.90;259.56;49.12;269.16;36.29;276.35;23.62;282.87;11.29;289.50;-0.53;296.79;--;--;--;--;--;--;
2018-07-09;--;--;--;--;--;--;--;--;--;--;--;--;-0.46;63.32;11.36;70.61;23.70;77.25;36.37;83.79;49.19;91.03;61.96;100.73;74.08;119.52;81.29;180.27;74.01;240.63;61.88;259.30;49.10;268.98;36.27;276.20;23.60;282.74;11.26;289.38;-0.57;296.67;--;--;--;--;--;--;
2018-07-10;--;--;--;--;--;--;--;--;--;--;--;--;-0.56;63.40;11.27;70.70;23.62;77.35;36.29;83.92;49.11;91.18;61.88;100.94;73.98;119.81;81.17;180.05;73.96;240.19;61.86;259.03;49.09;268.78;36.26;276.04;23.58;282.60;11.23;289.25;-0.61;296.55;--;--;--;--;--;--;
2018-07-11;--;--;--;--;--;--;--;--;--;--;--;--;-0.66;63.49;11.18;70.80;23.53;77.47;36.21;84.05;49.03;91.35;61.80;101.16;73.88;120.12;81.04;179.84;73.91;239.75;61.83;258.75;49.07;268.58;36.23;275.88;23.55;282.46;11.19;289.12;-0.66;296.42;--;--;--;--;--;--;
2018-07-12;--;--;--;--;--;--;--;--;--;--;--;--;-0.76;63.58;11.09;70.90;23.45;77.59;36.12;84.19;48.95;91.52;61.71;101.40;73.77;120.44;80.90;179.66;73.85;239.29;61.80;258.46;49.04;268.37;36.21;275.70;23.52;282.31;11.15;288.98;-0.72;296.29;--;--;--;--;--;--;
2018-07-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.99;71.01;23.36;77.71;36.04;84.34;48.87;91.71;61.63;101.64;73.66;120.79;80.76;179.49;73.78;238.82;61.77;258.16;49.01;268.15;36.17;275.53;23.48;282.15;11.10;288.84;-0.77;296.15;--;--;--;--;--;--;
2018-07-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.90;71.13;23.27;77.84;35.96;84.49;48.79;91.90;61.54;101.90;73.55;121.15;80.61;179.33;73.71;238.34;61.73;257.85;48.98;267.92;36.14;275.34;23.44;281.99;11.05;288.69;--;--;--;--;--;--;--;--;
2018-07-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.80;71.26;23.18;77.98;35.88;84.66;48.71;92.10;61.45;102.17;73.43;121.53;80.45;179.20;73.63;237.85;61.68;257.53;48.94;267.69;36.10;275.15;23.39;281.82;10.99;288.54;--;--;--;--;--;--;--;--;
2018-07-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.70;71.39;23.09;78.13;35.79;84.83;48.62;92.31;61.36;102.45;73.32;121.92;80.29;179.07;73.55;237.36;61.63;257.21;48.90;267.45;36.05;274.96;23.34;281.65;10.93;288.38;--;--;--;--;--;--;--;--;
2018-07-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.60;71.52;23.00;78.28;35.70;85.00;48.54;92.53;61.27;102.75;73.19;122.33;80.12;178.97;73.46;236.85;61.57;256.87;48.85;267.20;36.00;274.76;23.29;281.48;10.87;288.22;--;--;--;--;--;--;--;--;
2018-07-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.50;71.67;22.91;78.44;35.62;85.19;48.45;92.76;61.17;103.05;73.07;122.75;79.95;178.88;73.36;236.35;61.51;256.53;48.79;266.94;35.95;274.55;23.23;281.30;10.80;288.06;--;--;--;--;--;--;--;--;
2018-07-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.40;71.82;22.81;78.61;35.53;85.38;48.37;92.99;61.08;103.37;72.94;123.18;79.77;178.81;73.26;235.83;61.44;256.18;48.74;266.68;35.89;274.34;23.16;281.11;10.72;287.89;--;--;--;--;--;--;--;--;
2018-07-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.30;71.97;22.72;78.78;35.44;85.58;48.28;93.24;60.98;103.69;72.81;123.63;79.58;178.75;73.15;235.31;61.37;255.82;48.67;266.42;35.83;274.12;23.09;280.93;10.64;287.72;--;--;--;--;--;--;--;--;
2018-07-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.19;72.13;22.63;78.96;35.35;85.79;48.19;93.49;60.88;104.03;72.68;124.10;79.39;178.70;73.03;234.79;61.29;255.45;48.61;266.15;35.76;273.90;23.02;280.73;10.56;287.54;--;--;--;--;--;--;--;--;
2018-07-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.09;72.30;22.53;79.15;35.26;86.00;48.10;93.75;60.78;104.38;72.54;124.57;79.19;178.67;72.90;234.27;61.21;255.08;48.53;265.87;35.69;273.67;22.94;280.53;10.47;287.36;--;--;--;--;--;--;--;--;
2018-07-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.98;72.47;22.43;79.34;35.17;86.22;48.01;94.03;60.68;104.74;72.40;125.06;78.99;178.65;72.77;233.75;61.12;254.70;48.46;265.58;35.61;273.44;22.86;280.33;10.38;287.18;--;--;--;--;--;--;--;--;
2018-07-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.87;72.65;22.34;79.54;35.08;86.45;47.92;94.30;60.58;105.10;72.26;125.55;78.78;178.65;72.64;233.22;61.02;254.32;48.37;265.29;35.53;273.20;22.77;280.13;10.28;286.99;--;--;--;--;--;--;--;--;
2018-07-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.76;72.84;22.24;79.74;34.99;86.68;47.83;94.59;60.47;105.48;72.11;126.06;78.57;178.66;72.49;232.70;60.92;253.93;48.29;265.00;35.44;272.96;22.68;279.92;10.17;286.80;--;--;--;--;--;--;--;--;
2018-07-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.66;73.03;22.14;79.95;34.90;86.93;47.73;94.88;60.37;105.87;71.96;126.58;78.35;178.67;72.34;232.17;60.82;253.53;48.19;264.70;35.35;272.72;22.58;279.70;10.07;286.60;--;--;--;--;--;--;--;--;
2018-07-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.55;73.23;22.04;80.17;34.80;87.17;47.64;95.18;60.26;106.26;71.81;127.11;78.13;178.71;72.18;231.65;60.70;253.14;48.09;264.40;35.25;272.47;22.48;279.49;9.95;286.40;--;--;--;--;--;--;--;--;
2018-07-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.44;73.43;21.94;80.39;34.71;87.43;47.54;95.49;60.15;106.67;71.65;127.64;77.90;178.75;72.02;231.13;60.58;252.73;47.99;264.09;35.15;272.22;22.37;279.26;9.83;286.20;--;--;--;--;--;--;--;--;
2018-07-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.32;73.64;21.84;80.61;34.61;87.69;47.45;95.81;60.04;107.08;71.50;128.19;77.66;178.80;71.84;230.61;60.46;252.33;47.88;263.78;35.04;271.96;22.26;279.04;9.71;286.00;--;--;--;--;--;--;--;--;
2018-07-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.21;73.85;21.74;80.85;34.52;87.95;47.35;96.13;59.92;107.50;71.33;128.74;77.42;178.86;71.66;230.10;60.33;251.92;47.77;263.46;34.93;271.70;22.14;278.81;9.58;285.79;--;--;--;--;--;--;--;--;
2018-07-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.10;74.07;21.64;81.09;34.42;88.23;47.25;96.46;59.81;107.93;71.17;129.30;77.18;178.93;71.48;229.59;60.19;251.51;47.65;263.14;34.82;271.43;22.02;278.58;9.45;285.58;--;--;--;--;--;--;--;--;
2018-08-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.99;74.30;21.54;81.33;34.33;88.51;47.15;96.80;59.69;108.37;70.99;129.86;76.93;179.01;71.29;229.08;60.05;251.09;47.52;262.82;34.69;271.17;21.89;278.35;9.32;285.37;--;--;--;--;--;--;--;--;
2018-08-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.88;74.53;21.44;81.58;34.23;88.79;47.05;97.14;59.57;108.82;70.82;130.43;76.67;179.10;71.09;228.58;59.90;250.67;47.39;262.49;34.57;270.89;21.76;278.11;9.17;285.15;--;--;--;--;--;--;--;--;
2018-08-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.76;74.76;21.34;81.84;34.13;89.08;46.95;97.50;59.45;109.27;70.64;131.01;76.41;179.19;70.88;228.09;59.75;250.26;47.26;262.16;34.44;270.62;21.62;277.87;9.03;284.93;--;--;--;--;--;--;--;--;
2018-08-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.65;75.01;21.23;82.10;34.04;89.38;46.85;97.85;59.33;109.73;70.46;131.59;76.15;179.29;70.67;227.60;59.59;249.84;47.12;261.83;34.30;270.34;21.48;277.63;8.88;284.71;--;--;--;--;--;--;--;--;
2018-08-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.53;75.25;21.13;82.37;33.94;89.68;46.75;98.22;59.20;110.20;70.28;132.18;75.88;179.40;70.45;227.12;59.42;249.42;46.97;261.50;34.16;270.06;21.34;277.38;8.72;284.48;--;--;--;--;--;--;--;--;
2018-08-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.42;75.50;21.03;82.64;33.84;89.99;46.64;98.59;59.07;110.67;70.09;132.77;75.61;179.51;70.23;226.65;59.25;248.99;46.82;261.16;34.01;269.78;21.19;277.13;8.56;284.25;--;--;--;--;--;--;--;--;
2018-08-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.31;75.76;20.92;82.92;33.74;90.30;46.54;98.96;58.94;111.15;69.90;133.36;75.33;179.63;70.00;226.18;59.07;248.57;46.67;260.82;33.86;269.50;21.03;276.88;8.40;284.02;--;--;--;--;--;--;--;--;
2018-08-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.19;76.02;20.82;83.20;33.64;90.62;46.43;99.34;58.81;111.64;69.70;133.95;75.05;179.76;69.76;225.72;58.89;248.15;46.51;260.48;33.71;269.21;20.88;276.63;8.23;283.79;--;--;--;--;--;--;--;--;
2018-08-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.08;76.29;20.72;83.48;33.54;90.94;46.32;99.73;58.68;112.13;69.50;134.55;74.76;179.89;69.52;225.27;58.70;247.73;46.34;260.14;33.55;268.92;20.71;276.37;8.05;283.56;--;--;--;--;--;--;--;--;
2018-08-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.96;76.56;20.61;83.78;33.44;91.27;46.21;100.12;58.54;112.63;69.30;135.15;74.47;180.02;69.27;224.83;58.51;247.31;46.17;259.79;33.38;268.63;20.54;276.11;7.88;283.32;--;--;--;--;--;--;--;--;
2018-08-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.85;76.83;20.51;84.07;33.33;91.61;46.10;100.52;58.40;113.13;69.09;135.75;74.17;180.16;69.02;224.40;58.30;246.89;45.99;259.45;33.21;268.34;20.37;275.85;7.70;283.08;--;--;--;--;--;--;--;--;
2018-08-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.73;77.11;20.40;84.37;33.23;91.95;45.99;100.92;58.26;113.64;68.88;136.35;73.88;180.30;68.76;223.97;58.10;246.47;45.81;259.10;33.04;268.04;20.19;275.59;7.51;282.84;--;--;--;--;--;--;--;--;
2018-08-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.61;77.40;20.30;84.68;33.13;92.29;45.88;101.33;58.12;114.15;68.67;136.95;73.57;180.45;68.49;223.55;57.89;246.05;45.62;258.75;32.86;267.74;20.01;275.33;7.32;282.60;--;--;--;--;--;--;--;--;
2018-08-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.50;77.69;20.19;84.99;33.03;92.64;45.76;101.75;57.97;114.67;68.45;137.55;73.26;180.59;68.22;223.14;57.67;245.64;45.43;258.40;32.68;267.45;19.83;275.06;7.13;282.35;--;--;--;--;--;--;--;--;
2018-08-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.38;77.98;20.08;85.30;32.92;92.99;45.65;102.16;57.83;115.19;68.22;138.16;72.95;180.74;67.94;222.74;57.45;245.22;45.23;258.05;32.49;267.15;19.64;274.79;6.93;282.10;--;--;--;--;--;--;--;--;
2018-08-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.27;78.28;19.98;85.62;32.81;93.35;45.53;102.59;57.67;115.71;68.00;138.76;72.64;180.90;67.66;222.35;57.22;244.81;45.03;257.70;32.29;266.84;19.45;274.53;6.72;281.86;--;--;--;--;--;--;--;--;
2018-08-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.15;78.58;19.87;85.94;32.71;93.71;45.41;103.01;57.52;116.24;67.77;139.35;72.32;181.05;67.38;221.97;56.98;244.40;44.82;257.35;32.10;266.54;19.25;274.26;6.52;281.60;--;--;--;--;--;--;--;--;
2018-08-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.03;78.89;19.76;86.27;32.60;94.07;45.29;103.44;57.37;116.77;67.53;139.95;72.00;181.21;67.08;221.59;56.75;243.99;44.61;257.00;31.90;266.24;19.05;273.98;6.31;281.35;--;--;--;--;--;--;--;--;
2018-08-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.92;79.20;19.66;86.60;32.49;94.44;45.17;103.88;57.21;117.31;67.30;140.55;71.67;181.36;66.79;221.22;56.50;243.59;44.40;256.65;31.69;265.94;18.84;273.71;6.10;281.10;--;--;--;--;--;--;--;--;
2018-08-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.80;79.51;19.55;86.93;32.39;94.81;45.05;104.32;57.05;117.84;67.06;141.14;71.34;181.52;66.49;220.86;56.25;243.19;44.18;256.30;31.48;265.63;18.63;273.43;5.88;280.84;--;--;--;--;--;--;--;--;
2018-08-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.68;79.83;19.44;87.27;32.28;95.19;44.92;104.76;56.88;118.38;66.81;141.73;71.01;181.68;66.18;220.51;56.00;242.79;43.95;255.95;31.27;265.32;18.42;273.16;5.66;280.59;--;--;--;--;--;--;--;--;
2018-08-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.57;80.15;19.33;87.61;32.17;95.57;44.80;105.20;56.71;118.92;66.56;142.31;70.67;181.84;65.87;220.17;55.74;242.40;43.72;255.61;31.05;265.02;18.20;272.88;5.43;280.33;--;--;--;--;--;--;--;--;
2018-08-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.45;80.47;19.22;87.96;32.05;95.95;44.67;105.65;56.54;119.47;66.31;142.90;70.33;182.00;65.55;219.84;55.48;242.00;43.49;255.26;30.83;264.71;17.98;272.60;5.21;280.07;--;--;--;--;--;--;--;--;
2018-08-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.33;80.80;19.11;88.31;31.94;96.34;44.54;106.10;56.37;120.01;66.05;143.48;69.99;182.16;65.23;219.51;55.21;241.62;43.25;254.91;30.60;264.40;17.76;272.32;4.97;279.81;--;--;--;--;--;--;--;--;
2018-08-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.22;81.13;19.00;88.66;31.83;96.73;44.41;106.56;56.20;120.56;65.79;144.05;69.64;182.32;64.91;219.19;54.94;241.23;43.01;254.56;30.37;264.09;17.53;272.04;4.74;279.54;--;--;--;--;--;--;--;--;
2018-08-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.10;81.47;18.89;89.01;31.71;97.12;44.27;107.01;56.02;121.10;65.53;144.62;69.29;182.48;64.58;218.88;54.66;240.85;42.76;254.22;30.14;263.79;17.30;271.76;4.50;279.28;--;--;--;--;--;--;--;--;
2018-08-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.98;81.81;18.78;89.37;31.60;97.52;44.14;107.47;55.84;121.65;65.26;145.19;68.94;182.64;64.25;218.58;54.38;240.47;42.51;253.87;29.90;263.48;17.06;271.48;4.26;279.01;--;--;--;--;--;--;--;--;
2018-08-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.87;82.15;18.67;89.73;31.48;97.92;44.00;107.93;55.65;122.20;64.99;145.75;68.59;182.80;63.92;218.28;54.09;240.10;42.25;253.53;29.66;263.17;16.83;271.20;4.02;278.75;--;--;--;--;--;--;--;--;
2018-08-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.75;82.49;18.56;90.09;31.36;98.32;43.86;108.40;55.46;122.74;64.72;146.31;68.23;182.96;63.58;217.99;53.80;239.73;42.00;253.18;29.42;262.86;16.58;270.91;3.78;278.48;--;--;--;--;--;--;--;--;
2018-08-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.63;82.84;18.45;90.46;31.25;98.72;43.72;108.86;55.27;123.29;64.44;146.86;67.87;183.11;63.23;217.71;53.51;239.36;41.73;252.84;29.17;262.55;16.34;270.63;3.53;278.21;--;--;--;--;--;--;--;--;
2018-08-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.52;83.19;18.34;90.83;31.13;99.13;43.57;109.33;55.08;123.84;64.16;147.40;67.51;183.27;62.89;217.43;53.21;239.00;41.47;252.50;28.92;262.24;16.10;270.34;3.28;277.94;--;--;--;--;--;--;--;--;
2018-09-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.40;83.54;18.22;91.20;31.00;99.53;43.43;109.80;54.88;124.39;63.87;147.94;67.14;183.42;62.54;217.16;52.91;238.64;41.20;252.16;28.67;261.93;15.85;270.06;3.02;277.67;--;--;--;--;--;--;--;--;
2018-09-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.28;83.89;18.11;91.57;30.88;99.94;43.28;110.27;54.69;124.93;63.59;148.48;66.77;183.58;62.19;216.90;52.61;238.28;40.93;251.82;28.41;261.63;15.60;269.77;2.77;277.40;--;--;--;--;--;--;--;--;
2018-09-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.16;84.25;17.99;91.94;30.76;100.35;43.13;110.74;54.48;125.47;63.29;149.00;66.40;183.73;61.83;216.64;52.30;237.93;40.65;251.49;28.15;261.32;15.34;269.49;2.51;277.12;--;--;--;--;--;--;--;--;
2018-09-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.05;84.61;17.88;92.32;30.63;100.77;42.98;111.21;54.28;126.02;63.00;149.53;66.03;183.88;61.47;216.39;51.99;237.58;40.37;251.15;27.89;261.01;15.08;269.20;2.25;276.85;--;--;--;--;--;--;--;--;
2018-09-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.93;84.97;17.76;92.70;30.51;101.18;42.83;111.68;54.07;126.56;62.70;150.04;65.66;184.02;61.11;216.14;51.67;237.24;40.09;250.82;27.63;260.70;14.83;268.91;1.99;276.58;--;--;--;--;--;--;--;--;
2018-09-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.81;85.33;17.65;93.08;30.38;101.60;42.67;112.16;53.86;127.10;62.40;150.55;65.28;184.17;60.75;215.90;51.36;236.90;39.81;250.49;27.36;260.40;14.57;268.62;1.72;276.30;--;--;--;--;--;--;--;--;
2018-09-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.69;85.70;17.53;93.46;30.25;102.02;42.51;112.63;53.64;127.63;62.10;151.05;64.90;184.31;60.39;215.67;51.04;236.56;39.52;250.16;27.09;260.09;14.30;268.34;1.46;276.02;--;--;--;--;--;--;--;--;
2018-09-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.57;86.06;17.41;93.85;30.12;102.43;42.35;113.10;53.43;128.17;61.79;151.55;64.52;184.46;60.02;215.44;50.71;236.23;39.23;249.83;26.82;259.78;14.04;268.05;1.19;275.75;--;--;--;--;--;--;--;--;
2018-09-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.45;86.43;17.29;94.23;29.99;102.85;42.19;113.58;53.21;128.70;61.48;152.03;64.14;184.60;59.65;215.22;50.39;235.90;38.94;249.50;26.55;259.48;13.77;267.76;0.92;275.47;--;--;--;--;--;--;--;--;
2018-09-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.34;86.80;17.17;94.62;29.85;103.27;42.02;114.05;52.98;129.23;61.17;152.52;63.76;184.73;59.28;215.00;50.06;235.58;38.64;249.18;26.27;259.17;13.50;267.47;0.65;275.19;--;--;--;--;--;--;--;--;
2018-09-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.22;87.17;17.05;95.00;29.72;103.69;41.86;114.52;52.76;129.75;60.86;152.99;63.37;184.87;58.90;214.78;49.73;235.26;38.35;248.86;25.99;258.87;13.23;267.18;0.38;274.91;--;--;--;--;--;--;--;--;
2018-09-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.10;87.55;16.93;95.39;29.58;104.12;41.69;115.00;52.53;130.28;60.54;153.46;62.99;185.00;58.53;214.57;49.40;234.94;38.05;248.54;25.71;258.56;12.96;266.89;0.11;274.63;--;--;--;--;--;--;--;--;
2018-09-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.98;87.92;16.81;95.78;29.44;104.54;41.51;115.47;52.30;130.80;60.22;153.92;62.60;185.13;58.15;214.36;49.06;234.62;37.75;248.22;25.43;258.26;12.69;266.60;-0.16;274.34;--;--;--;--;--;--;--;--;
2018-09-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.86;88.30;16.68;96.17;29.30;104.96;41.34;115.94;52.06;131.31;59.90;154.37;62.21;185.26;57.77;214.16;48.73;234.31;37.44;247.90;25.15;257.96;12.41;266.31;-0.44;274.06;--;--;--;--;--;--;--;--;
2018-09-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.73;88.67;16.56;96.56;29.16;105.38;41.16;116.41;51.83;131.82;59.57;154.81;61.82;185.38;57.39;213.96;48.39;234.01;37.14;247.58;24.86;257.65;12.14;266.02;-0.71;273.78;--;--;--;--;--;--;--;--;
